=~=~=~=~=~=~=~=~=~=~=~=;PuTTY;log;2023.02.14;11:54:48;=~=~=~=~=~=~=~=~=~=~=~=
A0;A1;A2;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.71;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.71;0.71;0.06;;;
;;;;;
0.71;0.71;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.05;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.72;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.69;0.72;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.71;0.05;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.7;0.71;0.05;;;
;;;;;
0.7;0.71;0.06;;;
;;;;;
0.69;0.71;0.05;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.71;0.05;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.71;0.05;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.71;0.06;;;
;;;;;
0.68;0.71;0.05;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.69;0.71;0.05;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.69;0.7;0.05;;;
;;;;;
0.69;0.7;0.05;;;
;;;;;
0.69;0.7;0.05;;;
;;;;;
0.68;0.7;0.05;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.69;0.7;0.05;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.68;0.7;0.05;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.69;0.7;0.06;;;
;;;;;
0.68;0.7;0.05;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.69;0.7;0.05;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.71;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.05;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.05;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.05;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.69;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.69;0.06;;;
;;;;;
0.68;0.69;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.05;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.69;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.68;0.7;0.05;;;
;;;;;
0.67;0.7;0.05;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.69;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.67;0.7;0.05;;;
;;;;;
0.67;0.7;0.05;;;
;;;;;
0.67;0.7;0.05;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.68;0.69;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.7;0.05;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.7;0.05;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.68;0.7;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.69;0.05;;;
;;;;;
0.67;0.69;0.05;;;
;;;;;
0.68;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.05;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.05;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.05;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.05;;;
;;;;;
0.67;0.69;0.05;;;
;;;;;
0.67;0.7;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.05;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.67;0.69;0.05;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.67;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.69;0.05;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.67;0.68;0.06;;;
;;;;;
0.66;0.69;0.05;;;
;;;;;
0.66;0.69;0.05;;;
;;;;;
0.67;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.67;0.68;0.06;;;
;;;;;
0.67;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.69;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.66;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.66;0.67;0.05;;;
;;;;;
0.66;0.68;0.05;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.05;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.68;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.67;0.05;;;
;;;;;
0.64;0.67;0.05;;;
;;;;;
0.65;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.66;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.64;0.67;0.05;;;
;;;;;
0.65;0.67;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.65;0.66;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.67;0.05;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.67;0.05;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.67;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.63;0.67;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.64;0.66;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.64;0.66;0.05;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.05;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.05;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.05;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.65;0.05;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.66;0.06;;;
;;;;;
0.63;0.66;0.05;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
0.63;0.65;0.06;;;
;;;;;
